LINCS_ID	CL_Name	Cell_Category	Center	Assay	Organ	Disease	StudyArea
LCL-1590	NCI-H2170	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1871	Lu-134-A	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-2092	SKMEL28;SK-MEL-28	Cell Line	BroadT_LINCS;HMS_LINCS;HMS_LINCS	L1000 mRNA profiling assay;Fluorescence imaging apoptosis assay;RPPA protein state assay	skin	malignant melanoma	Transcriptomics;Imaging;Proteomics
LCL-1235	A-375;A375	Cell Line	CMT_MGH;HMS_LINCS;PCCSE;HMS_LINCS;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging protein state assay;Global chromatin epigenetic profiling assay;P100 phosphoprotein quantification assay;KiNativ kinase-small molecule binding assay;L1000 mRNA profiling assay	skin	malignant melanoma	Imaging;Proteomics;Epigenomics;Binding;Transcriptomics
LCL-1415	Rh41	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	muscle	rhabdomyosarcoma	Imaging
LCL-1383	KNS-81-FD	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1894	Fu97	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	stomach	gastric adenocarcinoma	Imaging
LCL-1304	HT-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	cervix	cervix carcinoma	Imaging
LCL-1218	HSC-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	squamous cell carcinoma	Imaging
LCL-1084	NB4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1989	SJNB-10	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1566	TE-11	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1001	MY	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1158	COLO 741	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1315	Hs 578T	Cell Line	HMS_LINCS;HMS_LINCS;CMT_MGH;HMS_LINCS;HMS_LINCS;BroadT_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging morphology assay;L1000 mRNA profiling assay	breast	breast ductal carcinoma	Imaging;Binding;Transcriptomics
LCL-1053	HEL	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-1221	SAS	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	squamous cell carcinoma	Imaging
LCL-1606	HCC44	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1665	RERF-LC-MS	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1880	SW982	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	miscellaneous	synovial sarcoma	Imaging
LCL-1179	Hs 257.T	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon adenocarcinoma	Imaging
LCL-1619	NCI-H23	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	adenocarcinoma	Imaging
LCL-1988	LA-N-6	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1205	BICR 78	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	oral cavity cancer	Imaging
LCL-1997	SJNB-7	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1923	JHH-6	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	liver	hepatocellular carcinoma	Imaging
LCL-1718	SW780	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder carcinoma	Imaging
LCL-2029	Namalwa.PNT	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-1434	SK-ES-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1837	NCI-H1417	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1531	COLO 704	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-2145	RMUGS	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	ovary		Transcriptomics
LCL-1433	SJSA-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1973	CHP-126	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1079	TF-1a	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1458	H-EMC-SS	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	chondrosarcoma	Imaging
LCL-2026	ST486	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-1769	RCC10RGB	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-1010	MN-60	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1244	COLO 818	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1301	C-4-I	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	cervix	cervix carcinoma	Imaging
LCL-1494	EFE-184	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	uterus	endometrial carcinoma	Imaging
LCL-1887	NUGC-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	stomach carcinoma	Imaging
LCL-1932	SNU-182	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	liver	hepatocellular carcinoma	Imaging
LCL-2155	JHUEM2	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	endometrium		Transcriptomics
LCL-1476	BT-20	Cell Line	BroadT_LINCS;CMT_MGH;HMS_LINCS;HMS_LINCS;HMS_LINCS;HMS_LINCS	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell count assay;Fluorescence imaging morphology assay	breast	ductal carcinoma;ductal carcinoma, breast carcinoma	Transcriptomics;Binding;Imaging
LCL-1626	Calu-6	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1955	WSU-NHL	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	B-cell lymphocytic neoplasm	Imaging
LCL-1292	SW837	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	rectum adenocarcinoma	Imaging
LCL-1561	T.T	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1257	SK-MEL-30	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1996	SJNB-6	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1772	769-P	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal clear cell carcinoma	Imaging
LCL-2024	P3HR-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-1070	PL21;PL-21	Cell Line	BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay	blood	acute myelogenous leukemia| promyelocytic;acute myeloid leukemia	Transcriptomics;Imaging
LCL-1558	OE21	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1267	A101D	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1578	ONS-76	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	medulloblastoma	Imaging
LCL-2090	HA1E	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay			Transcriptomics
LCL-1093	NALM-19	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1419	CAL-72	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1038	P30/OHK	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute lymphocytic leukemia	Imaging
LCL-1780	CORL23;COR-L23	Cell Line	BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay	lung	non small cell lung cancer| large cell carcinoma;lung large cell carcinoma	Transcriptomics;Imaging
LCL-1331	HCC1937	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell count assay	breast	invasive ductal carcinoma	Binding;Imaging
LCL-1659	SK-LU-1;SKLU1	Cell Line	CMT_MGH;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	lung	lung adenocarcinoma;non small cell lung cancer| adenocarcinoma	Imaging;Transcriptomics
LCL-1243	COLO 783	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1377	D-566MG	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1553	KYSE-30	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1285	HMV-II	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1238	C32	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging apoptosis assay;RPPA protein state assay;Fluorescence imaging cell growth inhibition assay	skin	malignant melanoma	Imaging;Proteomics
LCL-1532	23132/87	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	gastric adenocarcinoma	Imaging
LCL-1155	NCI-H720	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung cancer	Imaging
LCL-1874	NCI-H64	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-2046	LP-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	myeloma	Imaging
LCL-2000	SH-SY5Y;SHSY5Y	Cell Line	CMT_MGH;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	nervous system	neuroblastoma	Imaging;Transcriptomics
LCL-2012	L-540	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system		Imaging
LCL-1572	TE-9	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1528	OVTOKO	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-1891	GCIY	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	stomach carcinoma	Imaging
LCL-1256	SK-MEL-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1063	Mono-Mac-6	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-1641	NCI-H1734	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1958	IM-9	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	B-cell lymphocytic neoplasm	Imaging
LCL-1517	SK-OV-3	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	ovary	ovarian adenocarcinoma	Imaging
LCL-1212	PE/CA-PJ15	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	head and neck	tongue squamous carcinoma	Imaging
LCL-1472	CAL-51	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	breast	breast carcinoma	Imaging
LCL-1422	HuO-3N1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1184	SK-CO-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1269	COLO 829	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1378	GB-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1755	KMRC-20	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	kidney	renal cell adenocarcinoma	Imaging
LCL-1103	K-562	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1776	MSTO-211H	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pleura	malignant biphasic mesothelioma	Imaging
LCL-1819	NCI-H841	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1974	GOTO	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1785	NCI-H661	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung large cell carcinoma	Imaging
LCL-1231	A375.S2	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	skin	malignant melanoma	Imaging
LCL-1078	TF-1.CN5a.1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1669	NCI-H1355	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1781	LCLC-103H	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung large cell carcinoma	Imaging
LCL-1066	OCI-AML3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-1207	KON	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	squamous cell carcinoma	Imaging
LCL-1077	TF-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1311	EFM-19	Cell Line	HMS_LINCS;CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	breast ductal adenocarcinoma	Imaging
LCL-1901	NTERA-S-cl-D1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	testes	testicular germ cell cancer	Imaging
LCL-2055	Eos-HL-60	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-2081	184B5	Cell Line	HMS_LINCS;HMS_LINCS	Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell count assay	breast		Binding;Imaging
LCL-1726	PANC-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreatic carcinoma	Imaging
LCL-1005	BALL-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1232	COLO 679	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	skin	malignant melanoma	Imaging
LCL-1596	NCI-H157	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1440	ES3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1392	YH-13	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1325	HCC1500	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	ductal carcinoma	Binding;Imaging
LCL-1623	NCI-H838	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	adenocarcinoma	Imaging
LCL-1351	GaMG	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1931	JHH-7	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	liver	hepatocellular carcinoma	Imaging
LCL-1890	SNU-5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	stomach carcinoma	Imaging
LCL-1261	WM1552C	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging apoptosis assay;RPPA protein state assay;Fluorescence imaging protein state assay;Fluorescence imaging cell growth inhibition assay	skin	malignant melanoma	Imaging;Proteomics
LCL-1716	RT-112	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder carcinoma	Imaging
LCL-1786	NCIH596;NCI-H596	Cell Line	BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay	lung	non small cell lung cancer| adenosquamous carcinoma;adenosquamous cell lung carcinoma	Transcriptomics;Imaging
LCL-1982	ACN	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-2030	EB1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-1136	SU-DHL-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1248	IGR-37	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1544	SW756	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	cervix	cervical squamous cell carcinoma	Imaging
LCL-1823	SHP-77	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1174	COLO 320	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	adenocarcinoma	Imaging
LCL-2037	H33HJ-JA1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1607	HCC78	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-2016	BL-70	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-2131	HMEC240L	Cell Line	MEP_LINCS	MEMA cell growth assay	breast		Imaging
LCL-1003	MY-M13	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1554	KYSE-410	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1515	EFO-21	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-1279	MZ-MEL-7	Cell Line	HMS_LINCS;HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging apoptosis assay;RPPA protein state assay;Fluorescence imaging cell growth inhibition assay	skin	malignant melanoma	Proteomics;Imaging
LCL-1021	PF-382	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-2045	L-363	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	myeloma	Imaging
LCL-1535	MKN45	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	gastric adenocarcinoma	Imaging
LCL-1672	NCI-H650	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1371	D-263MG	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1130	Ci-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1534	IM95m	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	gastric adenocarcinoma	Imaging
LCL-1197	COLO 320DM	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon adenocarcinoma	Imaging
LCL-1482	JIMT-1	Cell Line	HMS_LINCS;CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	breast carcinoma;invasive ductal carcinoma	Imaging
LCL-1031	MOLT-4F	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1178	HCT 15	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon adenocarcinoma	Imaging
LCL-1151	EC-GI-10	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophageal carcinoma	Imaging
LCL-1237	A2058	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1074	NOMO-1;NOMO1	Cell Line	CMT_MGH;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	blood	acute myeloid leukemia;acute myeloid leukemia (AML)	Imaging;Transcriptomics
LCL-1359	U-138MG	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1530	TOV-21G	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-2050	U266B1;U266	Cell Line	CMT_MGH;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	blood	myeloma;myeloman, haematopoietic,lymphoid	Imaging;Transcriptomics
LCL-1306	MS751	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	cervix	cervix carcinoma	Imaging
LCL-1516	OC 314	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovarian cystadenocarcinoma	Imaging
LCL-1447	EW-11	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1807	DMS 273	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1107	Ku812E	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1831	DMS 153	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1166	T84	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1616	NCI-H2110	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1146	DU145	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	prostate	prostate carcinoma	Imaging
LCL-1539	AMO1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	plasmacytoma	Imaging
LCL-1327	HCC2157	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	ductal carcinoma	Imaging
LCL-1587	LK-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1410	A673;A-673	Cell Line	BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay	muscle	ewing's sarcoma;rhabdomyosarcoma	Transcriptomics;Imaging
LCL-1297	KGN	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	granulosa cell tumor	Imaging
LCL-1742	Panc 08.13	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1683	CAL-62	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	thyroid carcinoma	Imaging
LCL-1404	A-431	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	skin squamous cell carcinoma	Imaging
LCL-1941	SK-HEP-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	liver	hepatocellular carcinoma	Imaging
LCL-1524	OVISE	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-1883	Hs 746.T	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	stomach carcinoma	Imaging
LCL-1576	Daoy	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	medulloblastoma	Imaging
LCL-1563	HCE-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1691	CGTH-W-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	thyroid carcinoma	Imaging
LCL-1942	PLC/PRF/5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	liver	hepatocellular carcinoma	Imaging
LCL-1916	MDA-MB-157	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	breast medullary carcinoma	Imaging;Binding
LCL-1041	SUP-B15	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute lymphocytic leukemia	Imaging
LCL-1134	SU-DHL-10	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1405	DJM-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	skin squamous cell carcinoma	Imaging
LCL-1703	1A6	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder carcinoma	Imaging
LCL-1288	CaR-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	rectum adenocarcinoma	Imaging
LCL-1445	ES8	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1299	PC-3;PC3	Cell Line	CMT_MGH;HMS_LINCS;MEP_LINCS;BroadT_LINCS;BroadT_LINCS;PCCSE	Fluorescence imaging cell growth inhibition assay;KiNativ kinase-small molecule binding assay;MEMA cell growth assay;L1000 mRNA profiling assay;Global chromatin epigenetic profiling assay;P100 phosphoprotein quantification assay	prostate	prostate adenocarcinoma	Binding;Imaging;Transcriptomics;Proteomics;Epigenomics
